36,76,21
38,78,21
38,77,20
38,77,20
37,75,19
38,77,20
36,74,19
36,75,21
33,74,19
36,77,22
36,76,20
37,77,22
37,78,20
37,78,21
38,80,20
35,74,18
35,75,20
35,75,20
35,75,21
34,75,19
37,77,21
38,78,25
36,76,21
37,77,21
38,78,22
38,77,20
36,76,18
38,76,20
37,75,19
36,75,20
35,75,21
37,76,22
38,78,22
37,77,21
37,77,20
38,77,20
36,76,19
38,76,20
36,75,19
37,75,19
35,74,18
35,75,20
34,74,20
37,77,20
37,77,20
38,75,20
35,74,19
36,75,20
34,74,20
34,78,19
37,76,20
36,75,19
36,75,19
36,75,20
35,75,21
36,76,21
38,78,21
37,77,21
37,77,20
34,74,18
34,73,18
35,75,20
37,77,21
37,77,21
38,78,22
37,77,20
36,76,20
34,74,19
34,74,19
37,77,21
37,77,21
36,77,19
38,76,20
36,75,19
35,74,18
36,75,19
35,75,20
36,76,20
35,76,21
37,77,21
38,78,22
37,78,20
38,76,21
39,77,21
36,75,19
36,76,19
35,75,20
35,75,20
36,75,20
35,76,20
35,77,21
36,78,22
36,77,18
37,77,20
38,76,20
35,74,18
31,75,19
35,75,20
35,75,21
37,77,22
36,76,21
37,77,20
36,76,21
37,77,21
37,77,21
37,77,21
38,77,21
36,77,20
38,75,22
38,78,22
38,76,20
37,76,21
35,77,24
36,75,19
37,75,19
37,76,20
37,75,19
36,75,19
36,74,19
35,75,20
34,74,19
35,75,20
35,75,20
35,76,20
36,75,21
36,77,21
37,77,21
37,77,21
38,77,22
36,76,21
37,78,20
38,78,22
35,78,21
36,76,20
38,77,20
35,74,19
37,76,19
37,75,20
35,74,18
35,75,21
35,75,21
37,75,23
36,77,21
37,78,22
39,76,20
38,77,19
37,76,19
36,75,20
36,75,16
35,76,20
37,77,22
35,76,21
36,77,22
36,76,20
39,77,20
38,77,20
38,77,19
36,75,19
36,75,19
35,75,20
36,76,19
35,75,20
35,75,20
36,76,23
35,76,20
37,77,22
37,77,21
37,75,20
36,74,20
36,75,20
36,75,19
36,75,20
36,75,20
36,74,20
37,77,22
35,76,21
36,75,21
35,76,21
36,77,22
35,76,21
36,77,22
37,77,21
35,76,22
38,77,21
37,77,19
37,77,20
37,78,19
37,76,19
38,77,21
35,76,18
37,76,18
36,75,19
34,74,19
36,75,20
35,75,20
36,75,20
35,75,20
35,76,20
33,75,19
36,76,20
37,76,21
42,79,22
38,77,21
37,77,21
36,78,20
38,78,19
38,77,20
40,77,21
36,74,19
37,75,21
35,74,18
38,76,22
35,75,20
35,75,21
35,74,19
36,75,20
35,75,21
36,75,22
35,75,21
37,77,21
37,77,20
37,77,21
37,77,19
38,78,22
37,77,20
37,77,21
38,77,21
38,77,20
37,75,19
38,75,20
36,74,18
37,75,20
35,75,20
35,76,19
35,75,20
36,76,21
34,75,20
35,75,20
37,77,22
38,78,22
36,74,20
38,75,22
36,75,19
35,75,19
35,74,20
33,74,19
37,73,24
36,74,25
34,74,21
34,74,20
33,73,18
34,74,20
34,75,21
36,76,22
36,76,20
36,76,20
35,74,19
35,74,19
35,75,20
35,74,19
32,73,18
34,75,20
35,75,20
36,77,21
36,77,21
36,77,18
37,78,20
37,77,19
38,76,20
33,74,17
34,76,19
35,76,21
35,75,20
35,76,20
37,78,22
35,76,19
35,76,19
34,74,17
34,73,18
31,73,18
31,73,18
32,74,19
32,74,19
34,76,20
33,75,17
35,75,18
34,74,17
35,75,18
34,74,17
35,74,18
35,73,17
32,72,17
34,73,20
34,74,19
32,73,19
33,74,19
34,75,20
33,73,19
34,75,20
35,76,21
34,75,20
34,76,20
33,74,19
35,76,21
32,73,19
32,73,17
32,74,19
32,73,18
33,74,19
32,73,18
34,74,18
34,72,16
33,73,17
35,74,17
33,73,17
33,74,17
34,75,18
34,74,19
33,74,18
34,76,18
36,77,19
37,77,22
35,75,19
36,77,19
35,75,18
35,78,17
35,75,19
33,75,18
32,74,17
36,77,21
34,76,20
36,78,20
36,78,21
36,77,19
36,75,16
33,74,19
37,75,22
33,71,19
34,73,21
32,72,21
35,74,22
34,73,21
35,74,22
36,74,22
34,70,18
35,72,19
33,70,19
35,74,22
34,75,22
36,74,21
36,74,21
35,74,21
34,73,20
35,73,20
35,72,19
33,70,19
35,72,20
33,71,19
32,71,19
34,71,24
31,71,19
31,71,19
32,72,21
31,70,20
30,70,19
30,69,19
29,69,17
32,72,21
29,70,18
30,68,17
29,69,17
30,70,18
30,69,19
30,70,19
32,73,20
31,71,19
31,70,18
33,72,19
32,71,18
30,69,18
30,70,19
31,71,20
31,72,19
32,71,19
31,72,19
32,70,16
32,72,18
31,69,17
31,69,17
34,68,18
31,70,17
31,71,18
31,71,17
32,71,18
32,71,18
32,71,18
35,75,20
31,70,15
31,69,18
30,70,18
31,70,18
30,69,18
30,69,18
30,68,17
31,70,20
30,69,18
31,71,20
31,71,20
33,74,20
33,73,20
33,73,20
31,72,19
32,72,18
32,70,18
31,69,18
31,69,17
30,70,17
29,70,18
31,72,19
30,70,18
33,73,20
33,75,18
32,71,18
31,71,17
31,70,17
31,70,18
29,68,16
30,69,19
30,70,18
32,71,21
33,72,21
32,71,19
31,70,18
32,70,19
30,70,19
30,70,18
33,72,20
33,72,19
32,69,17
29,69,17
31,71,20
38,73,23
32,71,18
33,71,18
30,70,18
30,69,19
29,69,18
31,71,19
31,71,20
32,72,19
32,72,19
33,73,18
31,69,17
32,71,20
30,69,19
30,70,19
30,69,19
31,71,20
29,70,19
33,71,20
32,72,19
32,72,19
32,71,19
32,71,18
33,71,19
33,70,19
32,70,18
30,69,18
31,71,20
32,72,20
32,71,20
35,73,23
34,72,19
33,70,20
31,69,18
31,68,18
31,69,19
31,71,19
32,71,20
32,71,20
30,69,18
30,70,18
31,70,20
31,70,20
31,70,21
34,72,22
30,69,19
32,70,20
32,69,20
32,69,19
31,69,19
32,69,19
32,68,19
33,69,20
32,68,19
31,68,18
32,69,21
32,68,20
32,67,19
32,67,20
32,68,19
32,66,18
32,65,19
33,67,20
33,67,19
34,67,22
36,63,20
31,65,19
29,64,18
31,65,20
31,65,19
28,66,18
32,67,21
31,67,20
31,66,20
32,67,21
33,66,20
33,67,19
31,65,19
33,66,19
30,65,19
30,67,20
32,67,21
33,67,20
32,67,20
30,66,19
30,65,20
31,65,20
31,67,21
33,67,21
35,68,21
33,66,19
31,65,19
32,66,19
34,65,22
32,67,21
32,67,21
33,67,19
32,65,19
31,64,19
30,65,21
32,67,21
32,67,19
32,65,18
32,65,18
30,65,17
32,67,21
29,64,19
31,66,20
33,70,18
33,66,19
33,66,19
32,65,21
30,67,16
32,67,21
32,67,20
33,68,20
29,66,19
33,67,19
32,65,19
31,64,20
30,64,18
30,65,20
32,67,21
32,67,22
32,64,23
35,67,20
33,68,21
32,64,19
32,65,19
34,66,20
33,67,19
31,65,19
30,64,19
32,67,21
32,67,21
32,67,21
34,68,22
32,65,19
