198,138,22
201,141,24
197,138,21
199,138,21
198,137,21
197,136,21
196,137,22
198,136,21
199,139,21
199,137,21
197,136,20
197,137,22
199,138,23
199,139,20
198,136,21
196,136,21
197,138,22
199,140,22
199,138,21
196,136,21
197,137,21
197,136,21
199,138,22
200,139,22
197,137,20
197,137,20
196,135,20
197,136,21
198,139,22
198,139,22
198,138,21
193,135,18
195,134,16
198,137,23
198,139,22
199,138,21
197,138,20
200,138,21
198,136,20
197,137,22
198,137,19
200,139,24
200,138,22
198,136,20
196,135,20
197,137,21
196,137,21
197,137,21
199,138,21
198,140,21
200,137,21
199,136,21
198,137,23
203,138,22
196,138,20
196,135,21
196,137,22
198,138,21
199,138,21
200,137,23
200,137,22
197,136,21
199,138,22
200,138,20
198,138,22
197,136,21
198,138,19
200,137,21
197,136,23
198,140,22
199,138,20
199,138,21
196,133,19
197,136,21
197,137,22
198,138,21
198,138,20
198,137,20
197,137,20
198,138,23
199,137,22
198,138,23
200,138,21
198,138,21
199,137,21
198,137,22
197,136,20
195,135,21
197,136,22
199,139,23
198,137,20
198,138,21
197,136,21
197,136,21
198,136,23
198,140,22
197,137,22
198,138,22
199,138,21
198,137,20
199,138,21
199,138,21
198,137,19
198,136,20
198,137,21
197,135,19
196,135,20
195,136,19
197,136,24
197,139,22
198,138,21
200,135,22
197,139,21
199,138,21
198,136,20
197,136,22
197,136,19
198,138,22
198,139,22
199,138,21
197,136,22
198,136,20
197,136,21
197,136,22
198,139,22
199,139,21
199,139,22
200,138,21
198,137,21
197,137,21
197,137,21
199,139,23
199,138,20
196,136,18
197,137,21
196,136,21
196,136,21
196,137,22
196,137,21
196,138,21
199,138,21
198,139,21
197,136,20
197,137,20
198,137,21
196,136,21
196,136,21
195,136,21
200,135,22
196,137,22
199,139,23
200,139,22
198,138,21
198,137,21
198,137,22
191,140,18
195,135,20
197,137,21
197,138,22
199,138,22
199,138,21
197,136,21
196,136,21
198,137,23
197,138,23
198,138,23
199,135,17
199,137,22
197,137,20
198,137,23
198,138,21
197,135,20
191,136,21
194,136,22
197,139,20
197,137,20
195,136,21
197,137,22
196,137,20
197,138,21
194,135,19
197,137,21
196,137,21
200,140,22
197,138,21
198,138,21
196,137,21
199,138,22
199,139,22
200,138,20
200,138,21
198,136,20
199,138,23
201,141,22
197,139,21
202,139,21
201,138,21
200,137,21
203,139,23
202,140,21
202,139,21
202,139,21
201,137,20
201,136,20
201,136,21
201,138,24
202,139,21
202,141,21
200,134,18
202,138,21
201,138,21
202,139,22
204,138,20
201,139,21
202,137,21
200,137,21
198,141,22
202,138,21
202,138,21
201,137,20
203,140,23
204,140,22
203,138,21
201,137,20
200,137,21
203,141,22
204,140,21
202,137,20
201,137,20
202,138,22
202,139,22
202,140,23
202,138,20
201,137,19
204,138,24
204,140,23
204,141,22
204,140,22
203,138,21
203,138,20
202,137,21
204,142,23
204,140,23
204,139,21
202,137,20
202,138,20
203,139,22
204,140,21
206,140,22
204,135,21
204,140,22
206,140,21
205,139,21
207,138,21
205,139,22
207,141,22
208,141,21
206,139,21
209,141,23
210,142,22
210,141,21
210,141,22
210,139,22
210,142,22
211,141,22
208,142,21
209,140,22
210,141,22
211,143,22
212,140,22
210,140,21
209,141,21
213,143,23
214,141,21
212,141,21
210,141,21
213,142,22
211,142,21
209,140,22
211,142,22
212,143,21
212,141,20
212,140,22
213,141,23
216,144,22
215,143,21
214,141,21
216,142,23
220,143,23
218,142,21
217,141,21
216,143,23
219,144,23
218,143,22
217,142,22
215,143,23
217,143,22
216,142,22
215,141,21
217,144,23
216,143,22
217,142,22
216,143,23
218,145,23
217,143,22
217,142,22
216,143,23
216,143,22
218,145,23
216,143,18
219,142,23
217,142,22
217,142,23
218,145,22
218,142,23
216,143,23
217,143,22
217,142,22
218,142,23
218,143,23
220,144,23
215,143,22
220,144,21
217,143,21
216,141,22
217,141,22
217,141,21
218,141,23
218,143,23
219,144,22
220,143,25
220,143,24
221,143,22
217,142,21
216,141,21
215,143,21
216,143,23
217,145,24
215,144,22
216,144,22
216,141,23
214,142,23
219,146,25
222,145,25
219,144,23
217,142,22
217,143,23
